EUBWID,label,Site Name in Files,samplePointID,yearDesignated,yearDedesignated,district,county,country,easting,northing,lat,long,seasonStartDate,seasonFinishDate,pollutionRiskForecasting,appointedSewerageUndertaker,stepChange,stepChangeDate,region
ukj3400-17700,Gurnard,Gurnard,17700,1988,,Isle of Wight,,England,447700,95900,50.76074922,-1.325084135,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
ukk3105-31400,Gwithian Towans,Gwithian_Towans,31400,1988,,Cornwall,,England,158180,41950,50.22799616,-5.391890886,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3105-30750,Gwynver,Gwynver,30750,2018,,Cornwall,,England,136240,27543,50.08931061,-5.688870996,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3102-28600,Gyllyngvase,Gyllyngvase,28600,1988,,Cornwall,,England,180940,31680,50.1446386,-5.067367724,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
uki1101-11910,Hampstead Heath (Ladies Pond),Hampstead_Heath_Ladies_Pond,11910,1998,,City and County of the City of London,Greater London Authority,England,527620,186920,51.56673133,-0.160132016,01/05/2022,30/09/2022,False,Thames Water Utilities Limited,,,London
uki1101-11920,Hampstead Heath (Mens Pond),Hampstead_Heath_Mens_Pond,11920,1998,,City and County of the City of London,Greater London Authority,England,527870,186550,51.56334967,-0.156661552,01/05/2022,30/09/2022,False,Thames Water Utilities Limited,,,London
uki1101-11930,Hampstead Heath (Mixed Pond),Hampstead_Heath_Mixed_Pond,11930,1998,,City and County of the City of London,Greater London Authority,England,527210,186240,51.56071288,-0.166289997,01/05/2022,30/09/2022,False,Thames Water Utilities Limited,,,London
ukk3104-32900,Harlyn Bay,Harlyn_Bay,32900,1988,,Cornwall,,England,187720,75460,50.54029491,-4.99727978,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk4307-33800,Hartland Quay,Hartland_Quay,33800,1988,,Torridge,Devon,England,222300,124850,50.99554466,-4.533675439,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukj2202-14100,Hastings Pelham Beach,Hastings_Pelham_Beach,14100,1988,,Hastings,East Sussex,England,582102,109189,50.85354813,0.585766467,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
ukd1103-44800,Haverigg,Haverigg,44800,1988,,Copeland,Cumbria,England,316000,477800,54.18907005,-3.288823755,01/05/2022,30/09/2022,True,United Utilities Water Limited,"Step Change in water quality from 30/04/2015, due to improvements made to Water plc assets.",30/04/2015,North West
ukk3105-31300,Hayle Towans,Hayle_Towans,31300,1988,,Cornwall,,England,156270,39450,50.20476829,-5.41701498,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukh1304-09800,Heacham,Heacham,9800,1988,,King's Lynn and West Norfolk,Norfolk,England,566300,337500,52.90920424,0.471498093,01/05/2022,30/09/2022,True,Anglian Water Services Limited,,,East of England
ukh1303-10325,Hemsby,Hemsby,10325,1991,,Great Yarmouth,Norfolk,England,650793,317301,52.69526817,1.71007377,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East of England
ukk1100-36050,Henleaze Lake,Henleaze_Lake,36050,2014,,City of Bristol,,England,358047,177472,51.49462419,-2.605704691,01/05/2022,30/09/2022,False,Wessex Water Services Limited,,,South West
ukj4202-12200,Herne Bay,Herne_Bay,12200,1988,,Canterbury,,England,618600,168600,51.37436373,1.13950355,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
ukj4202-12150,Herne Bay Central,Herne_Bay_Central,12150,1999,,Canterbury,,England,617150,168280,51.37204661,1.11850745,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
ukk2201-17300,Highcliffe,Highcliffe,17300,1988,,"Bournemouth, Christchurch and Poole",,England,421374,93085,50.7369969,-1.698488827,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South West
ukj3304-16850,Hillhead,Hillhead,16850,1990,,Fareham,Hampshire,England,454670,101830,50.81345688,-1.225391921,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
ukk2205-20970,Hive,Hive,20970,2000,,Dorset,,England,349016,88762,50.69626499,-2.72323665,01/05/2022,30/09/2022,False,Wessex Water Services Limited,,,South West
ukh3311-11350,Holland,Holland,11350,1988,,Tendring,,England,622450,217650,51.81320121,1.225798547,01/05/2022,30/09/2022,True,Anglian Water Services Limited,,,East of England
ukk4200-23900,Hollicombe,Hollicombe,23900,1988,,Torbay,,England,289800,62150,50.44881754,-3.553519384,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3102-32000,Holywell Bay,Holywell_Bay,32000,1988,,Cornwall,,England,176520,59400,50.39191135,-5.145505786,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk4305-25400,Hope Cove,Hope_Cove,25400,1988,,South Hams,Devon,England,267532,39726,50.24265037,-3.859110261,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
uke1200-08700,Hornsea,Hornsea,8700,1988,,East Riding of Yorkshire,,England,520923,448005,53.91409844,-0.160491171,01/05/2022,30/09/2022,False,Yorkshire Water Services Limited,,,Yorkshire and The Humber
ukj2100-15000,Hove,Hove,15000,1988,,The City of Brighton and Hove,,England,529225,104232,50.82322818,-0.166723154,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
uke1301-09020,Humberston Fitties,Humberston_Fitties,9020,2011,,North East Lincolnshire,,England,533204,406158,53.53519013,0.008380462,01/05/2022,30/09/2022,True,Anglian Water Services Limited,,,Yorkshire and The Humber
ukh1304-09900,Hunstanton (Old Hunstanton),Hunstanton_Old_Hunstanton,9900,1988,,King's Lynn and West Norfolk,Norfolk,England,567800,342500,52.95364208,0.496364281,01/05/2022,30/09/2022,True,Anglian Water Services Limited,,,East of England
ukh1304-09850,Hunstanton Main Beach,Hunstanton_Main_Beach,9850,1996,,King's Lynn and West Norfolk,Norfolk,England,567020,340600,52.93682174,0.483787391,01/05/2022,30/09/2022,True,Anglian Water Services Limited,,,East of England
ukj4208-13500,Hythe,Hythe,13500,1988,,Shepway,Kent,England,616000,134000,51.06469169,1.081376963,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukk4304-34600,Ilfracombe Hele,Ilfracombe_Hele,34600,1988,,North Devon,Devon,England,253602,147830,51.21086567,-4.097291581,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk4304-34450,Ilfracombe Tunnels Beach,Ilfracombe_Tunnels_Beach,34450,1990,,North Devon,Devon,England,251508,147845,51.21045943,-4.127254415,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk4304-34500,Ilfracombe Wildersmouth,Ilfracombe_Wildersmouth,34500,1988,2020.0,North Devon,Devon,England,251909,147841,51.21052769,-4.121516139,01/05/2019,30/09/2019,True,South West Water Limited,,,South West
ukf3102-09600,Ingoldmells South,Ingoldmells_South,9600,1988,,East Lindsey,Lincolnshire,England,557350,368900,53.19393,0.35387,01/05/2022,30/09/2022,True,Anglian Water Services Limited,,,East Midlands
ukk4304-34000,Instow,Instow,34000,1988,2018.0,Instow,Devon,England,247170,130440,51.05292191,-4.181923983,01/05/2017,30/09/2017,True,South West Water Limited,,,South West
ukh3311-11600,Jaywick,Jaywick,11600,1988,,Tendring,,England,614850,212800,51.77262974,1.112718024,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East of England
ukj4210-12700,"Joss Bay, Broadstairs","Joss_Bay,_Broadstairs",12700,1988,,Thanet,Kent,England,639908,170099,51.37922307,1.446105633,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukk3103-29200,Kennack Sands,Kennack_Sands,29200,1988,,Cornwall,,England,173410,16460,50.00513456,-5.163575925,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk2204-19900,Kimmeridge Bay,Kimmeridge_Bay,19900,1988,,Dorset,,England,390798,79094,50.61149388,-2.131423876,01/05/2022,30/09/2022,False,Wessex Water Services Limited,,,South West
ukk3101-26520,Kingsand,Kingsand,26520,1998,,Cornwall,,England,243570,50500,50.33361289,-4.199375823,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk4301-22000,Ladram Bay,Ladram_Bay,22000,1988,,East Devon,,England,309653,85106,50.65860514,-3.279551258,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukj2401-15300,"Lancing, Beach Green","Lancing,_Beach_Green",15300,1988,,Adur,West Sussex,England,518300,103600,50.81988034,-0.321958812,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
ukj3305-16800,Lee-on-Solent,Lee-on-Solent,16800,1988,,Gosport,,England,456172,100458,50.8009769,-1.204284188,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukh3100-11904,Leigh Bell Wharf,Leigh_Bell_Wharf,11904,2003,,Southend-on-Sea,,England,584050,185570,51.53902984,0.652527405,01/05/2022,30/09/2022,True,Anglian Water Services Limited,,,East of England
ukj3308-17000,Lepe,Lepe,17000,1988,,Hampshire,,England,445600,98500,50.78429687,-1.354534448,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukj4209-12000,Leysdown,Leysdown,12000,1988,,Swale,,England,603336,170841,51.40015511,0.921786155,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukj2402-15500,Littlehampton,Littlehampton,15500,1988,,Arun,,England,503060,101320,50.8022939,-0.538868986,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
ukj4208-13800,Littlestone,Littlestone,13800,1988,,Shepway,Kent,England,608400,123900,50.97679965,0.967268605,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukk3105-30300,Long Rock,Long_Rock,30300,1988,,Cornwall,,England,148650,31070,50.12635745,-5.518058309,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukc2101-04000,Low Newton,Low_Newton,4000,1988,,Northumberland,,England,424380,624450,55.5132164,-1.615516765,01/05/2022,30/09/2022,False,Northumbrian Water Limited,,,North East
ukh1407-10750,Lowestoft (North of Claremont Pier),Lowestoft_North_of_Claremont_Pier,10750,1998,,East Suffolk,Suffolk,England,654718,292204,52.46830669,1.748744599,01/05/2022,30/09/2022,True,Anglian Water Services Limited,,,East of England
ukh1407-10800,Lowestoft (South of Claremont Pier),Lowestoft_South_of_Claremont_Pier,10800,1988,,East Suffolk,Suffolk,England,654500,291700,52.46388699,1.745158209,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East of England
ukk2204-20000,Lulworth Cove,Lulworth_Cove,20000,1988,,Dorset,,England,382457,79943,50.61893578,-2.249347333,01/05/2022,30/09/2022,True,Wessex Water Services Limited,,,South West
ukk3106-32330,Lusty Glaze,Lusty_Glaze,32330,1996,,Cornwall,,England,182380,62480,50.42176963,-5.064973855,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk2205-21400,Lyme Regis Church Cliff Beach,Lyme_Regis_Church_Cliff_Beach,21400,1988,2016.0,Dorset,,England,334430,92126,50.7250478,-2.930326956,01/05/2015,30/09/2015,True,South West Water Limited,,,South West
ukk2205-21500,Lyme Regis Front Beach,Lyme_Regis_Front_Beach,21500,1988,,Dorset,,England,333900,91850,50.72250599,-2.937785012,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk4304-34800,Lynmouth,Lynmouth,34800,1988,,North Devon,Devon,England,272713,149638,51.23169038,-3.824480587,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukf3102-09100,Mablethorpe Town,Mablethorpe_Town,9100,1988,,East Lindsey,Lincolnshire,England,550842,385416,53.34413376,0.264365937,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East Midlands
ukk3102-28800,Maenporth,Maenporth,28800,1988,,Cornwall,,England,178980,29570,50.12496244,-5.093534814,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk4200-23100,Maidencombe,Maidencombe,23100,1988,,Torbay,,England,292780,68500,50.50645623,-3.513384658,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3105-30200,Marazion,Marazion,30200,1988,,Cornwall,,England,151317,30962,50.12650503,-5.480736172,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukj4210-12600,Margate Fulsam Rock,Margate_Fulsam_Rock,12600,1988,,Thanet,Kent,England,635692,171402,51.39268326,1.386499916,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
ukj4210-12500,Margate The Bay,Margate_The_Bay,12500,1988,,Thanet,Kent,England,634970,170814,51.38770455,1.37575226,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukc2204-05400,Marsden,Marsden,5400,1988,,South Tyneside,,England,440000,565000,54.9780179,-1.37659818,01/05/2022,30/09/2022,True,Northumbrian Water Limited,,,North East
ukc1202-06650,Marske Sands,Marske_Sands,6650,1992,,Redcar and Cleveland,,England,463600,523200,54.59999193,-1.017076688,01/05/2022,30/09/2022,True,Northumbrian Water Limited,,,North East
ukk3106-32500,Mawgan Porth,Mawgan_Porth,32500,1988,,Cornwall,,England,184830,67470,50.4674853,-5.033401124,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk4200-23600,Meadfoot,Meadfoot,23600,1988,,Torbay,,England,292964,63007,50.45710033,-3.50920608,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukd5400-40800,Meols,Meols,40800,1988,,Wirral,,England,323000,390600,53.40658428,-3.159742787,01/05/2022,30/09/2022,True,United Utilities Water Limited,,,North West
ukk3105-31250,Mexico Towans,Mexico_Towans,31250,2018,,Cornwall,,England,155770,39060,50.20105427,-5.423747491,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukj2402-15600,Middleton-on-sea,Middleton-on-sea,15600,1988,,Arun,,England,498500,99900,50.7902,-0.6039,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukj3308-17100,Milford-on-sea,Milford-on-sea,17100,1988,,New Forest,Hampshire,England,427582,91779,50.725,-1.6106,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukk4305-25100,Mill Bay,Mill_Bay,25100,1988,,South Hams,Devon,England,274070,38160,50.23000397,-3.766947202,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3101-26900,Millendreath,Millendreath,26900,1988,,Cornwall,,England,226810,54080,50.36108838,-4.436303617,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk2305-35000,Minehead Terminus,Minehead_Terminus,35000,1988,,Somerset West and Taunton,Somerset,England,297614,146397,51.20758144,-3.467056137,01/05/2022,30/09/2022,True,Wessex Water Services Limited,,,South West
ukj4210-12300,"Minnis Bay, Birchington","Minnis_Bay,_Birchington",12300,1988,,Thanet,Kent,England,628600,169700,51.38030383,1.283645527,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukj4209-11975,Minster Leas,Minster_Leas,11975,2010,,Swale,,England,595094,174170,51.43294443,0.805284293,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukf3102-09300,Moggs Eye,Moggs_Eye,9300,1988,,Lincolnshire,,England,554698,377620,53.27300288,0.318438394,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East Midlands
ukd4305-43550,Morecambe North,Morecambe_North,43550,1988,,Lancaster,,England,343781,464956,54.07745174,-2.860746045,01/05/2022,30/09/2022,True,United Utilities Water Limited,,,North West
ukd4305-43260,Morecambe South,Morecambe_South,43260,1988,,Lancaster,,England,342746,464454,54.07282628,-2.876467624,01/05/2022,30/09/2022,True,United Utilities Water Limited,,,North West
ukd5400-40900,Moreton,Moreton,40900,1988,,Wirral,,England,325700,391800,53.41775605,-3.11942028,01/05/2022,30/09/2022,True,United Utilities Water Limited,,,North West
ukk4305-26100,Mothecombe,Mothecombe,26100,1988,,South Hams,Devon,England,261050,47340,50.30959644,-3.952759061,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3104-32800,Mother Ivey`s Bay,Mother_Iveys_Bay,32800,1988,,Cornwall,,England,186450,75940,50.54414305,-5.015452105,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukh1305-10300,Mundesley,Mundesley,10300,1988,,North Norfolk,Norfolk,England,631700,336600,52.87694295,1.441741183,01/05/2022,30/09/2022,False,Anglian Water Services Limited,,,East of England
ukk4306-23000,Ness Cove,Ness_Cove,23000,1988,,Teignbridge,Devon,England,293925,71776,50.53611593,-3.498176245,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukc2106-04400,Newbiggin North,Newbiggin_North,4400,1988,,Northumberland,,England,431280,587900,55.18441212,-1.510325608,01/05/2022,30/09/2022,False,Northumbrian Water Limited,,,North East
ukc2106-04500,Newbiggin South,Newbiggin_South,4500,1988,,Northumberland,,England,431000,587280,55.17885864,-1.514790312,01/05/2022,30/09/2022,False,Northumbrian Water Limited,,,North East
ukj2205-14300,Norman`s Bay,Normans_Bay,14300,1988,,Rother,East Sussex,England,568200,105300,50.82282416,0.38665585,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukk3104-33650,Northcott Mouth,Northcott_Mouth,33650,2018,,Cornwall,,England,220100,108500,50.84797546,-4.556912181,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk4200-23300,Oddicombe,Oddicombe,23300,1988,,Torbay,,England,292619,65835,50.48246868,-3.514887512,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukj2402-15800,Pagham,Pagham,15800,1988,,Arun,,England,489200,97200,50.76755023,-0.736497733,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukk4200-24100,Paignton Paignton Sands,Paignton_Paignton_Sands,24100,1988,,Torbay,,England,289390,60630,50.43507585,-3.558842813,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk4200-24000,Paignton Preston Sands,Paignton_Preston_Sands,24000,1988,,Torbay,,England,289600,61670,50.4444648,-3.556193665,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3106-27300,Par Sands,Par_Sands,27300,1988,,Cornwall,,England,208510,53140,50.34697222,-4.692824227,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3102-28500,Pendower,Pendower,28500,1988,,Cornwall,,England,189750,38120,50.20567006,-4.94779757,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3106-27900,Pentewan,Pentewan,27900,1988,,Cornwall,,England,201880,46770,50.28755839,-4.782551303,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3105-30400,Penzance,Penzance,30400,1988,,Cornwall,,England,147340,29830,50.11467031,-5.535528967,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3102-31800,Perranporth,Perranporth,31800,1988,,Perranzabuloe,,England,175640,54700,50.3493722,-5.155063576,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3102-31900,Perranporth Penhale Sands,Perranporth_Penhale_Sands,31900,1988,,Cornwall,,England,175950,55800,50.35936787,-5.151367607,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3105-30100,Perranuthnoe,Perranuthnoe,30100,1988,,Cornwall,,England,153980,29250,50.11225254,-5.442455808,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukj2201-14400,Pevensey Bay,Pevensey_Bay,14400,1988,,Wealden,East Sussex,England,565687,103791,50.80998983,0.350328721,01/05/2022,30/09/2022,True,Southern Water Services Limited,,,South East
ukk4100-26400,Plymouth Hoe East,Plymouth_Hoe_East,26400,1988,,City of Plymouth,,England,247830,53750,50.3639371,-4.140876729,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk4100-26500,Plymouth Hoe West,Plymouth_Hoe_West,26500,1988,,City of Plymouth,,England,247500,53770,50.36403135,-4.145521192,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3103-29500,Poldhu Cove,Poldhu_Cove,29500,1988,,Cornwall,,England,166550,19920,50.0335545,-5.261255341,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3106-27200,Polkerris,Polkerris,27200,1988,,Cornwall,,England,209280,52100,50.3378795,-4.681487703,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3106-28000,Polstreath,Polstreath,28000,1988,,Cornwall,,England,201710,45310,50.27438649,-4.784168971,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3103-29400,Polurrian Cove,Polurrian_Cove,29400,1988,,Cornwall,,England,166860,18770,50.02334991,-5.256234857,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3104-33300,Polzeath,Polzeath,33300,1988,,Cornwall,,England,193600,79070,50.57482279,-4.916413197,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk2102-19170,Poole Branksome Chine,Poole_Branksome_Chine,19170,2000,,"Bournemouth, Christchurch and Poole",,England,406455,89589,50.70591295,-1.909962704,01/05/2022,30/09/2022,False,Wessex Water Services Limited,,,South West
ukk2102-19190,Poole Canford Cliffs Chine,Poole_Canford_Cliffs_Chine,19190,2004,,"Bournemouth, Christchurch and Poole",,England,405710,88983,50.70047102,-1.920522136,01/05/2022,30/09/2022,False,Wessex Water Services Limited,,,South West
ukk2102-19400,Poole Harbour Lake,Poole_Harbour_Lake,19400,1988,,"Bournemouth, Christchurch and Poole",,England,398313,90468,50.71384921,-2.025269431,01/05/2022,30/09/2022,True,Wessex Water Services Limited,,,South West
ukk2102-19450,Poole Harbour Rockley Sands,Poole_Harbour_Rockley_Sands,19450,1988,,"Bournemouth, Christchurch and Poole",,England,397263,91078,50.71933053,-2.040146169,01/05/2022,30/09/2022,True,Wessex Water Services Limited,,,South West
ukk2102-19350,Poole Sandbanks Peninsular,Poole_Sandbanks_Peninsular,19350,1997,,"Bournemouth, Christchurch and Poole",,England,404520,87673,50.6887008,-1.937387882,01/05/2022,30/09/2022,False,Wessex Water Services Limited,,,South West
ukk2102-19200,Poole Shore Road Beach,Poole_Shore_Road_Beach,19200,1988,,"Bournemouth, Christchurch and Poole",,England,405085,88337,50.69466741,-1.929380684,01/05/2022,30/09/2022,False,Wessex Water Services Limited,,,South West
ukk2305-34900,Porlock Weir,Porlock_Weir,34900,1988,,Somerset West and Taunton,Somerset,England,286521,147903,51.21901929,-3.626264958,01/05/2022,30/09/2022,False,Wessex Water Services Limited,,,South West
ukk3106-32340,Porth,Porth,32340,1996,,Cornwall,,England,182960,62780,50.42467842,-5.056994712,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3103-28900,Porthallow,Porthallow,28900,1988,,Cornwall,,England,179740,23260,50.06857734,-5.079280414,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3104-32550,Porthcothan,Porthcothan,32550,1992,,Cornwall,,England,185720,72060,50.50903186,-5.023510468,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3102-28550,Porthcurnick,Porthcurnick,28550,1998,,Cornwall,,England,187900,36020,50.18614883,-4.97251413,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3105-30600,Porthcurno,Porthcurno,30600,1988,,Cornwall,,England,138740,22250,50.04291479,-5.650392859,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3105-30900,Porthgwidden,Porthgwidden,30900,1988,,Cornwall,,England,152080,41030,50.2172112,-5.476652139,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3105-31200,Porthkidney Sands,Porthkidney_Sands,31200,1988,,Cornwall,,England,154620,38340,50.19412162,-5.439377238,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3103-29800,Porthleven Sands,Porthleven_Sands,29800,1988,,Cornwall,,England,162950,25370,50.0810655,-5.314811298,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3106-28400,Porthluney,Porthluney,28400,1988,,Cornwall,,England,197340,41290,50.23679312,-4.843266514,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3105-30800,Porthmeor,Porthmeor,30800,1988,,Cornwall,,England,151590,40840,50.21530002,-5.483383054,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3105-31000,Porthminster,Porthminster,31000,1988,,Cornwall,,England,152060,40080,50.20867477,-5.476311469,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3103-29000,Porthoustock,Porthoustock,29000,1988,,Cornwall,,England,180760,21770,50.05557296,-5.064195115,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3106-27800,Porthpean,Porthpean,27800,1988,,Cornwall,,England,203230,50730,50.32358232,-4.765687659,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3102-31600,Porthtowan,Porthtowan,31600,1988,,Cornwall,,England,169127,48092,50.28752162,-5.242416228,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk2206-20800,Portland Harbour Castle Cove,Portland_Harbour_Castle_Cove,20800,1988,,Dorset,,England,367560,77500,50.59632546,-2.459701174,01/05/2022,30/09/2022,True,Wessex Water Services Limited,,,South West
ukk2206-20900,Portland Harbour Sandsfoot Castle,Portland_Harbour_Sandsfoot_Castle,20900,1988,,Dorset,,England,367285,77271,50.59425076,-2.463566151,01/05/2022,30/09/2022,True,Wessex Water Services Limited,,,South West
ukk3106-28100,Portmellon,Portmellon,28100,1988,,Cornwall,,England,201560,43920,50.26185008,-4.785542345,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukk3103-31500,Portreath,Portreath,31500,1988,,Cornwall,,England,165350,45330,50.26123294,-5.293633127,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3101-26600,Portwrinkle,Portwrinkle,26600,1988,,Cornwall,,England,235960,53830,50.36146499,-4.30766544,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3103-29900,Praa Sands East,Praa_Sands_East,29900,1988,,Cornwall,,England,158470,27600,50.09928267,-5.378727095,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk3103-30000,Praa Sands West,Praa_Sands_West,30000,1988,,Cornwall,,England,157620,28080,50.10324578,-5.390895401,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukk4304-34300,Putsborough,Putsborough,34300,1988,,North Devon,Devon,England,244750,140850,51.14580971,-4.220904104,01/05/2022,30/09/2022,False,South West Water Limited,,,South West
ukj4210-12850,Ramsgate Sands,Ramsgate_Sands,12850,1997,,Thanet,Kent,England,638675,164806,51.33223453,1.424873284,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukj4210-12900,Ramsgate Western Undercliffe,Ramsgate_Western_Undercliffe,12900,1988,,Thanet,Kent,England,637406,164120,51.32660788,1.406234234,01/05/2022,30/09/2022,False,Southern Water Services Limited,,,South East
ukk3106-27100,Readymoney Cove,Readymoney_Cove,27100,1988,,Cornwall,,England,211830,51080,50.32953667,-4.645184998,01/05/2022,30/09/2022,True,South West Water Limited,,,South West
ukc1202-06300,Redcar Coatham,Redcar_Coatham,6300,1988,,Redcar and Cleveland,,England,459400,525600,54.62206748,-1.081593055,01/05/2022,30/09/2022,False,Northumbrian Water Limited,,,North East
ukc1202-06500,Redcar Granville,Redcar_Granville,6500,1988,,Redcar and Cleveland,,England,461300,525100,54.61734809,-1.052276147,01/05/2022,30/09/2022,True,Northumbrian Water Limited,,,North East
ukc1202-06400,Redcar Lifeboat Station,Redcar_Lifeboat_Station,6400,1988,,Redcar and Cleveland,,England,460748,525394,54.6200564,-1.060762,01/05/2022,30/09/2022,True,Northumbrian Water Limited,,,North East
ukc1202-06600,Redcar Stray,Redcar_Stray,6600,1988,,Redcar and Cleveland,,England,462500,523800,54.6055202,-1.033973134,01/05/2022,30/09/2022,True,Northumbrian Water Limited,,,North East
uke2206-07700,Reighton,Reighton,7700,1988,,Scarborough,North Yorkshire,England,514355,476227,54.16911791,-0.249814209,01/05/2022,30/09/2022,False,Yorkshire Water Services Limited,,,Yorkshire and The Humber
ukk2206-20300,Ringstead Bay,Ringstead_Bay,20300,1988,,Dorset,,England,375246,81320,50.63105565,-2.351367651,01/05/2022,30/09/2022,False,Wessex Water Services Limited,,,South West
